#FLYBASE1	FLYBASE2	PubMedIds	UniProtID1	UniProtID2	Name1	Name2	Score
FBgn0031710	FBgn0038125	14605208	Q9VMQ8	Q9VFY3	CG7371-RA	Q9VFY3	0.183
FBgn0031710	FBgn0039209	14605208	Q9VMQ8	Q9VC61	CG7371-RA	Q9VC61	0.183
FBgn0031710	FBgn0061196	14605208	Q9VMQ8	Q8T414	CG7371-RA	SIP3	0.183
FBgn0031710	FBgn0262601	14605208	Q9VMQ8	Q05856	CG7371-RA	SMB	0.21
FBgn0031710	FBgn0263106	14605208	Q9VMQ8	Q24133	CG7371-RA	DNAJ-1	0.21
FBgn0031710	FBgn0263597	14605208	Q9VMQ8	O46201	CG7371-RA	ACP98AB	0.183
FBgn0031710	FBgn0266666	14605208	Q9VMQ8	Q9VM46	CG7371-RA	Q9VM46	0.183
FBgn0031713	FBgn0032054	14605208	Q9VMQ5	M9PCK7;Q9VLJ8	Q9VMQ5	M9PCK7;Q9VLJ8	0.033;0.332
FBgn0031713	FBgn0038468	14605208	Q9VMQ5	Q9VEP4	Q9VMQ5	Q9VEP4	0.21
FBgn0031713	FBgn0263598	22036573	Q9VMQ5	Q27331	Q9VMQ5	VHA68-2	0.126
FBgn0031713	FBgn0283535	22036573	Q9VMQ5	P54611	Q9VMQ5	VHA26	0.126
FBgn0031715	FBgn0035878	14605208	Q9VMQ3	Q9VSI1	Q9VSI1	TOMB	0.183
FBgn0031717	FBgn0038046	19079254	Q9VMP9	Q9VG73	GNPDA1	Q9VG73	0.236
FBgn0031717	FBgn0038948	22036573	Q9VMP9	Q9VD28	GNPDA1	PSR	0.126
FBgn0031717	FBgn0039936	22036573	Q9VMP9	Q7KQM6	GNPDA1	Q7KQM6	0.126
FBgn0031719	FBgn0039044	15710747	Q9VMP7	Q8IMZ4	Q9VMP7	P53	0.126
FBgn0031722	FBgn0031745	14605208	Q9VMP2	Q9VML8	CG14011-RA	RAU	0.183
FBgn0031722	FBgn0032211	14605208	Q9VMP2	Q9VL03	CG14011-RA	Q9VL03	0.183
FBgn0031722	FBgn0035691	14605208	Q9VMP2	Q9VRV6	CG7386-RA	CG14011-RA	0.183
FBgn0031722	FBgn0036294	14605208	Q9VMP2	Q9VTY7	Q9VTY7	CG14011-RA	0.183
FBgn0031722	FBgn0038551	14605208	Q9VMP2	Q9VEF0	CG14011-RA	Q9VEF0	0.183
FBgn0031722	FBgn0039355	14605208	Q9VMP2	Q9VBN9	CG14011-RA	Q9VBN9	0.183
FBgn0031722	FBgn0265178	14605208	Q9VMP2	Q8SX78	CG14011-RA	CG8446-RB	0.183
FBgn0031723	FBgn0039355	14605208	Q9VMP1	Q9VBN9	Q9VMP1	Q9VBN9	0.183
FBgn0031724	FBgn0037094	14605208	Q9VMP0	Q7K0L4	Q9VMP0	Q7K0L4	0.183
FBgn0031724	FBgn0037552	14605208	Q9VMP0	Q9VHV3	Q9VMP0	CG7800-RA	0.183
FBgn0031724	FBgn0261790	14605208	Q9VMP0	Q9VLV5	Q9VMP0	SME	0.21
FBgn0031725	FBgn0038865	23827685	Q9VMN9	Q9VDD5	Q9VMN9	Q9VDD5	0.236
FBgn0031725	FBgn0053481	23827685	Q9VMN9	A8DZ27	Q9VMN9	DPR7	0.236
FBgn0031725	FBgn0053516	23827685	Q9VMN9	Q59E13	Q9VMN9	DPR3	0.126
FBgn0031725	FBgn0261871	23827685	Q9VMN9	Q59DZ4	Q9VMN9	DPR2	0.236
FBgn0031728	FBgn0035976	23749869	Q9VMN5	Q9GNK5	HSP60C	PGRP-LC	0.126
FBgn0031728	FBgn0036007	25294943	Q9VMN5	Q9VT04	PATH	HSP60C	0.126
FBgn0031728	FBgn0038928	23749869	Q9VMN5	Q9V3B4	HSP60C	FADD	0.126
FBgn0031728	FBgn0039737	25294943	Q9VMN5	Q9VAC1	HSP60C	Q9VAC1	0.126
FBgn0031728	FBgn0040371	14605208	Q9VMN5	Q9V3G9	HSP60C	EG:BACR37P7.5	0.21
FBgn0031728	FBgn0041205	23749869	Q9VMN5	Q9GYV5	HSP60C	KEY	0.126
FBgn0031728	FBgn0051133	22036573	Q9VMN5	Q95T19	HSP60C	SLIMP	0.126
FBgn0031728	FBgn0261822	25294943	Q9VMN5	Q7KTJ7	HSP60C	Q7KTJ7	0.126
FBgn0031728	FBgn0263594	25294943	Q9VMN5	Q9VN21	LOST	HSP60C	0.126
FBgn0031728	FBgn0266521	25294943	Q9VMN5	M9NEA1	HSP60C	M9NEA1	0.126
FBgn0031730	FBgn0033782	15575970	Q9VMN3	Q7K0S9	Q9VMN3	SUG	0.183
FBgn0031730	FBgn0034304	14605208	Q9VMN3	Q7K3G2	Q9VMN3	Q7K3G2	0.183
FBgn0031730	FBgn0034720	15575970	Q9VMN3	Q9W263	LIPRIN-GAMMA	Q9VMN3	0.183
FBgn0031730	FBgn0035060	15575970	Q9VMN3	Q8MMD2	Q9VMN3	EPS-15	0.183
FBgn0031730	FBgn0037944	15575970	Q9VMN3	Q9VGI6	Q9VMN3	CG6923-RB	0.183
FBgn0031730	FBgn0265575	14605208	Q9VMN3	P91679	Q9VMN3	YIN	0.183
FBgn0031730	FBgn0283680	15575970	Q9VMN3	Q9VYE6	IP3K2	Q9VMN3	0.183
FBgn0031735	FBgn0250874	14605208	Q9VMM8	Q9W4V8	TTM50	CG11029-RA	0.21
FBgn0031736	FBgn0031851	25294943	Q9VMM7	Q9VM95	CG11030-RA	AATF	0.126
FBgn0031736	FBgn0036218	25294943	Q9VMM7	Q9VTQ2	Q9VTQ2	CG11030-RA	0.126
FBgn0031736	FBgn0037891	25294943	Q9VMM7	Q9VGQ1	CG11030-RA	Q9VGQ1	0.236
FBgn0031736	FBgn0039319	25294943	Q9VMM7	Q9VBS9	CG11030-RA	Q9VBS9	0.126
FBgn0031736	FBgn0039348	25294943	Q9VMM7	Q9VBP9	CG11030-RA	NPL4	0.126
FBgn0031736	FBgn0042126	25294943	Q9VMM7	Q9I7N1	CG11030-RA	Q9I7N1	0.126
FBgn0031736	FBgn0259794	14605208	Q9VMM7	Q8T3Y0	CG11030-RA	SINAH	0.21
FBgn0031736	FBgn0260648	25294943	Q9VMM7	Q8IPX7	CG11030-RA	RRP40	0.126
FBgn0031736	FBgn0283682	25294943	Q9VMM7	Q9VKK1	CG11030-RA	GE-1	0.126
FBgn0031737	FBgn0051111	14605208	Q9VMM6	Q8IMU0	OBST-E	Q8IMU0	0.183
FBgn0031739	FBgn0034382	14605208	Q9VMM4	Q6NN18	Q9VMM4	Q6NN18	0.183
FBgn0031739	FBgn0034394	14605208	Q9VMM4	Q5BIE4	Q9VMM4	Q5BIE4	0.183
FBgn0031739	FBgn0036729	14605208	Q9VMM4	Q9VVH6	Q9VVH6	Q9VMM4	0.183
FBgn0031739	FBgn0265574	14605208	Q9VMM4	Q9W0R0	CDC5	Q9VMM4	0.183
FBgn0031739	FBgn0267689	14605208	Q9VMM4	Q8T3J9	Q9VMM4	Q8T3J9	0.183
FBgn0031740	FBgn0039654	14605208	Q9VMM3	Q9VAM5	Q9VMM3	BRD8	0.183
FBgn0031740	FBgn0284249	14605208	Q9VMM3	P05552	Q9VMM3	ADF1	0.21
FBgn0031741	FBgn0263512	14605208	Q9VMM2	Q9W4B3	VSX2	Q9VMM2	0.183
FBgn0031745	FBgn0031799	14605208	Q9VML8	Q9V3V3	RAU	PEZ	0.183
FBgn0031745	FBgn0032889	14605208	Q9VML8	Q9VIJ0	RAU	Q9VIJ0	0.183
FBgn0031745	FBgn0033065	15710747	Q9VML8	Q9V9L1	RAU	CYP6W1	0.126
FBgn0031745	FBgn0033454	15710747	Q9VML8	Q7JQT9	RAU	Q7JQT9	0.126
FBgn0031745	FBgn0033528	14605208	Q9VML8	Q7JVK6	RAU	TRSN	0.183
FBgn0031745	FBgn0034182	14605208	Q9VML8	Q5U179	RAU	Q5U179	0.183
FBgn0031745	FBgn0034300	15710747	Q9VML8	Q6AWG9	RAU	Q6AWG9	0.126
FBgn0031745	FBgn0034534	15710747	Q9VML8	Q4QPP9	RAU	MAF-S	0.126
FBgn0031745	FBgn0034878	15710747	Q9VML8	Q9W1N1	PITA	RAU	0.126
FBgn0031745	FBgn0035152	14605208	Q9VML8	Q9W0P0	CG3386-RA	RAU	0.183
FBgn0031745	FBgn0035513	14605208	Q9VML8	Q9VZF9	CPR64AD	RAU	0.183
FBgn0031745	FBgn0035691	14605208	Q9VML8	Q9VRV6	CG7386-RA	RAU	0.183
FBgn0031745	FBgn0035702	15710747	Q9VML8	Q9VRX0	Q9VRX0	RAU	0.126
FBgn0031745	FBgn0035997	15710747	Q9VML8	Q9VSZ3	PHOL	RAU	0.126
FBgn0031745	FBgn0036246	14605208	Q9VML8	Q9VTT1	Q9VTT1	RAU	0.183
FBgn0031745	FBgn0036294	14605208	Q9VML8	Q9VTY7	Q9VTY7	RAU	0.183
FBgn0031745	FBgn0036505	14605208	Q9VML8	Q9VUQ1	Q9VUQ1	RAU	0.183
FBgn0031745	FBgn0037117	14605208	Q9VML8	Q9VNZ7	Q9VNZ7	RAU	0.183
FBgn0031745	FBgn0037487	15710747	Q9VML8	Q9VI80	RAU	Q9VI80	0.126
FBgn0031745	FBgn0037717	14605208;15710747	Q9VML8	Q9VHA9	RAU	Q9VHA9	0.286
FBgn0031745	FBgn0037931	15710747	Q9VML8	Q9VGK1	RAU	CG18476-RA	0.126
FBgn0031745	FBgn0038418	15710747	Q9VML8	Q9VEW6	RAU	PAD	0.126
FBgn0031745	FBgn0039189	15710747	Q9VML8	Q9VC87	RAU	Q9VC87	0.126
FBgn0031745	FBgn0039481	14605208	Q9VML8	Q9VB81	RAU	CPR97EB	0.183
FBgn0031745	FBgn0039938	15710747	Q9VML8	Q9V480	RAU	SOX102F	0.126
FBgn0031745	FBgn0039955	14605208	Q9VML8	Q7PLP5	RAU	Q7PLP5	0.183
FBgn0031745	FBgn0040271	15710747	Q9VML8	Q9VEX0	RAU	SULF1	0.155
FBgn0031745	FBgn0040384	15710747	Q9VML8	Q9U1M2	RAU	Q9U1M2	0.155
FBgn0031745	FBgn0051224	15710747	Q9VML8	Q9VE54	RAU	Q9VE54	0.126
FBgn0031745	FBgn0087021	15710747	Q9VML8	Q9V3V7	RAU	SPC25	0.126
FBgn0031745	FBgn0250789	15710747	Q9VML8	P13395	RAU	ALPHA-SPEC	0.155
FBgn0031745	FBgn0259483	14605208;15710747	Q9VML8	Q7K0E3	RAU	MOB4	0.286
FBgn0031745	FBgn0260632	14605208	Q9VML8	P15330	RAU	DL	0.21
FBgn0031745	FBgn0261279	14605208	Q9VML8	Q9VD13	RAU	LQFR	0.183
FBgn0031745	FBgn0261859	15710747	Q9VML8	Q9VFD3	RAU	Q9VFD3	0.126
FBgn0031745	FBgn0262614	15710747	Q9VML8	Q8MQQ3	RAU	PYD	0.126
FBgn0031745	FBgn0263118	14605208	Q9VML8	P41894	RAU	TX	0.183
FBgn0031745	FBgn0263832	14605208;15710747	Q9VML8	Q9VZJ3	RCD5	RAU	0.286
FBgn0031745	FBgn0265574	15710747	Q9VML8	Q9W0R0	CDC5	RAU	0.126
FBgn0031745	FBgn0265784	15710747	Q9VML8	Q9VWW0	CREBB	RAU	0.126
FBgn0031745	FBgn0266599	15710747	Q9VML8	P11147	RAU	HSC70-4	0.155
FBgn0031745	FBgn0267792	15710747	Q9VML8	Q7KG36	RAU	RGR	0.126
FBgn0031745	FBgn0283666	15710747	Q9VML8	O96692	RAU	RAP2L	0.126
FBgn0031747	FBgn0037607	14605208	Q9VML5	Q9VHN7	Q9VML5	Q9VHN7	0.183
FBgn0031749	FBgn0033540	14605208	Q8T3P5	Q7K4B3	Q8T3P5	ELP2	0.183
FBgn0031751	FBgn0259481	14605208	Q9I7P2	Q8IQG1	CG9016-RA	MOB2	0.183
FBgn0031753	FBgn0036935	14605208	Q9VMK8	Q9VW76	Q9VW76	CG13999-RA	0.183
FBgn0031756	FBgn0035792	14605208	Q9VMK2	Q9VS81	Q9VS81	CG13992-RA	0.183
FBgn0031759	FBgn0042085	18259215	Q9VMJ7	A1Z6M0	LID	BAP170	0.21
FBgn0031759	FBgn0051374	25294943	Q9VMJ7	Q9VGN4	LID	SALS	0.126
FBgn0031759	FBgn0053113	21447707;25294943	Q9VMJ7	Q9VMV9	RTNL1	LID	0.236
FBgn0031759	FBgn0086384	15710747	M9NEV0;Q9VMJ7	Q24564	LID;MER	LID;MER	0.033;0.286
FBgn0031759	FBgn0250815	14605208	Q9VMJ7	Q9VRS6	JON65AIV	LID	0.183
FBgn0031759	FBgn0262519	25294943	Q9VMJ7	O97159	LID	MI-2	0.126
FBgn0031759	FBgn0262656	17311883	Q9VMJ7	Q9W4S7	DM	LID	0.569
FBgn0031759	FBgn0266670	15710747	M9NEV0;Q9VMJ7	Q9VQQ9	SEC5	LID	0.033;0.286
FBgn0031762	FBgn0035101	14605208	Q9VMJ4	Q7KVE5	Q9VMJ4	P130CAS	0.183
FBgn0031762	FBgn0036734	14605208	Q9VMJ4	Q9VVI1	Q9VVI1	Q9VMJ4	0.21
FBgn0031763	FBgn0032236	14605208	Q9VMJ2	Q9VKX4	CG13996-RA	MRPS7	0.183
FBgn0031763	FBgn0036556	25294943	Q9VMJ2	M9PFN0	CG13996-RA	M9PFN0	0.126
FBgn0031763	FBgn0037555	14605208	Q9VMJ2	Q8I8V0	CG13996-RA	ADA2B	0.183
FBgn0031763	FBgn0038925	14605208	Q9VMJ2	Q9VD55	CG13996-RA	CCHL	0.183
FBgn0031763	FBgn0039321	14605208	Q9VMJ2	Q9VBS7	CG13996-RA	Q9VBS7	0.183
FBgn0031763	FBgn0039381	14605208	Q9VMJ2	Q9VBL1	CG13996-RA	SPPL	0.183
FBgn0031763	FBgn0040087	14605208	Q9VMJ2	Q9W3N6	P115	CG13996-RA	0.183
FBgn0031763	FBgn0040207	25294943	Q9VMJ2	Q0KHS0	CG13996-RA	KAT80	0.126
FBgn0031763	FBgn0053113	25294943	Q9VMJ2	Q9VMV9	RTNL1	CG13996-RA	0.126
FBgn0031763	FBgn0261822	14605208	Q9VMJ2	Q8IPG9	CG13996-RA	BSG	0.183
FBgn0031763	FBgn0263106	14605208	Q9VMJ2	Q24133	CG13996-RA	DNAJ-1	0.21
FBgn0031763	FBgn0266064	14605208	Q9VMJ2	Q9VFC8	CG13996-RA	GLYS	0.21
FBgn0031763	FBgn0266756	14605208	Q9VMJ2	A8JR10	CG13996-RA	BTSZ	0.183
FBgn0031764	FBgn0036007	25294943	Q9VMJ1	Q9VT04	PATH	Q9VMJ1	0.126
FBgn0031764	FBgn0036579	14605208	Q9VMJ1	Q961B9	Q9VMJ1	Q961B9	0.183
FBgn0031766	FBgn0040371	14605208	Q9VMI8	Q9V3G9	CG9117-RA	EG:BACR37P7.5	0.183
FBgn0031766	FBgn0052451	14605208	Q9VMI8	Q9VNR2	SPOCK	CG9117-RA	0.183
FBgn0031768	FBgn0032029	14605208	Q9VMI6	Q7K3Z8	Q9VMI6	Q7K3Z8	0.183
FBgn0031768	FBgn0040475	14605208	Q9VMI6	Q9NCC3	Q9VMI6	SH3PX1	0.183
FBgn0031768	FBgn0261859	14605208	Q9VMI6	Q9VFD3	Q9VMI6	Q9VFD3	0.183
FBgn0031769	FBgn0034670	14605208	Q9VMI5	Q9W2B7	Q9W2B7	Q9VMI5	0.183
FBgn0031769	FBgn0035545	14605208	Q9VMI5	Q8SXX8	Q9VMI5	Q8SXX8	0.183
FBgn0031769	FBgn0040941	14605208	Q9VMI5	Q9W2X3	CG15308-RB	Q9VMI5	0.183
FBgn0031769	FBgn0263930	25294943	Q9VMI5	Q24114	Q9VMI5	DALLY	0.126
FBgn0031776	FBgn0035872	14605208	Q9VMH8	Q9VSH4	Q9VSH4	Q9VMH8	0.183
FBgn0031776	FBgn0036819	14605208	Q9VMH8	Q9VVT5	DYSB	Q9VMH8	0.183
FBgn0031776	FBgn0038371	14605208	Q9VMH8	Q9VF25	Q9VMH8	PBP45	0.183
FBgn0031776	FBgn0042205	14605208	Q9VMH8	Q9I7J8	Q9VMH8	Q9I7J8	0.183
FBgn0031784	FBgn0039712	unpublished	Q8T4D4	Q9VAF2	Q9VAF2	Q8T4D4	0.236
FBgn0031785	FBgn0034120	14605208	Q9VMG8	Q4V6W7	Q9VMG8	Q4V6W7	0.183
FBgn0031785	FBgn0086613	25294943	Q9VMG8	Q9VDY1	Q9VMG8	INO80	0.126
FBgn0031786	FBgn0034758	14605208	Q9VMG6	Q9W221	CG13510-RA	CG13989-RA	0.183
FBgn0031799	FBgn0032127	14605208	Q9V3V3	A9UN61	PEZ	CG13114-RB	0.183
FBgn0031799	FBgn0038993	14605208	Q9V3V3	Q9VCX6	Q9VCX6	PEZ	0.183
FBgn0031799	FBgn0263077	14605208	Q9V3V3	A1Z718	PEZ	A1Z718	0.183
FBgn0031801	FBgn0036790	14605208	Q9VMF0	Q9VVQ1	ASTC-R1	CG9498-RA	0.183
FBgn0031813	FBgn0035251	14605208	Q9VMD7	Q9W0B3	Q9W0B3	Q9VMD7	0.183
FBgn0031813	FBgn0037543	14605208	Q9VMD7	Q9VHW6	Q9VMD7	Q9VHW6	0.183
FBgn0031813	FBgn0038251	14605208	Q9VMD7	Q9VFH2	Q9VMD7	HEXIM	0.183
FBgn0031813	FBgn0039902	14605208	Q9VMD7	Q9V4C6	Q9VMD7	ZIP102B	0.183
FBgn0031813	FBgn0261649	14605208	Q9VMD7	Q86B91	Q9VMD7	TINC	0.183
FBgn0031813	FBgn0261931	14605208	Q9VMD7	Q9W325	Q9W325	Q9VMD7	0.183
FBgn0031814	FBgn0031878	14605208	Q9VMD6	Q9VM57	RETM	SIP2	0.183
FBgn0031815	FBgn0031850	14605208	Q9VMD5	Q8T0I9	FRJ	TSP	0.183
FBgn0031815	FBgn0033460	14605208	Q9VMD5	A1Z813	FRJ	SEC24AB	0.183
FBgn0031815	FBgn0036227	14605208	Q9VMD5	Q9VTR2	Q9VTR2	FRJ	0.183
FBgn0031815	FBgn0036311	14605208	Q9VMD5	Q8IQI1	FRJ	Q8IQI1	0.183
FBgn0031815	FBgn0036612	14605208	Q9VMD5	Q9VV38	Q9VV38	FRJ	0.183
FBgn0031815	FBgn0036952	14605208	Q9VMD5	Q8IQV7	FRJ	CG6933-RA	0.183
FBgn0031815	FBgn0053017	14605208	Q9VMD5	A1ZAC8	FRJ	A1ZAC8	0.183
FBgn0031816	FBgn0031973	14605208	Q9VMD4	Q9VLU4	CG16947-RA	SPN28DC	0.183
FBgn0031816	FBgn0032955	14605208	Q9VMD4	Q9V9R4	CG16947-RA	Q9V9R4	0.183
FBgn0031816	FBgn0033721	14605208	Q9VMD4	Q7JWN2	CG16947-RA	Q7JWN2	0.183
FBgn0031816	FBgn0033978	14605208	Q9VMD4	Q9V771	CG16947-RA	CYP6A23	0.21
FBgn0031816	FBgn0034258	14605208	Q9VMD4	A1ZAX1	CG16947-RA	EIF3-S8	0.183
FBgn0031816	FBgn0035866	14605208	Q9VMD4	Q9VSG8	Q9VSG8	CG16947-RA	0.183
FBgn0031816	FBgn0038251	14605208	Q9VMD4	Q9VFH2	CG16947-RA	HEXIM	0.183
FBgn0031816	FBgn0086698	14605208	Q9VMD4	Q9VQ36	FRTZ	CG16947-RA	0.183
FBgn0031817	FBgn0032486	14605208	Q9VMD3	Q9VK20	Q9VMD3	Q9VK20	0.183
FBgn0031820	FBgn0031990	25294943	Q9VMD0	Q9VLS7	DLP	Q9VLS7	0.126
FBgn0031820	FBgn0039137	14605208	Q9VMD0	Q9VCE9	DLP	Q9VCE9	0.21
FBgn0031820	FBgn0086613	25294943	Q9VMD0	Q9VDY1	DLP	INO80	0.126
FBgn0031821	FBgn0036918	22036573	Q9VMC9	Q9VW56	Q9VW56	KFASE	0.126
FBgn0031821	FBgn0038976	22036573	Q9VMC9	Q9VCZ8	KFASE	Q9VCZ8	0.126
FBgn0031821	FBgn0264694	22036573	Q9VMC9	Q9VGP6	KFASE	MGR	0.126
FBgn0031824	FBgn0038191	14605208	Q9VMC6	Q9VFP5	Q9VMC6	Q9VFP5	0.183
FBgn0031824	FBgn0038931	14605208	Q9VMC6	Q9VD47	Q9VMC6	Q9VD47	0.183
FBgn0031829	FBgn0262601	14605208	Q9VMC0	Q05856	OSM6	SMB	0.21
FBgn0031830	FBgn0039638	14605208	Q9VMB9	Q9VAP2	COVB	DGT6	0.183
FBgn0031830	FBgn0262519	25294943	Q9VMB9	O97159	COVB	MI-2	0.126
FBgn0031832	FBgn0039407	19079254	Q8MS69	Q9VBH7	Q9VBH7	Q8MS69	0.236
FBgn0031832	FBgn0283652	19079254	Q8MS69	Q9VPM0	RPP30	Q8MS69	0.236
FBgn0031844	FBgn0036804	14605208	Q9VMA4	Q9VVR6	SGF11	Q9VMA4	0.183
FBgn0031849	FBgn0031904	14605208	Q9VM98	Q9VM22	CG11327-RA	Q9VM22	0.183
FBgn0031849	FBgn0031972	14605208	Q9VM98	Q9VLU5	CG11327-RA	WWOX	0.183
FBgn0031849	FBgn0033273	14605208	Q9VM98	Q7K5K0	CG11327-RA	GASZ	0.183
FBgn0031849	FBgn0033528	14605208	Q9VM98	Q7JVK6	CG11327-RA	TRSN	0.183
FBgn0031849	FBgn0033696	14605208	Q9VM98	Q9V675	CG11327-RA	CYP6G2	0.21
FBgn0031849	FBgn0034202	14605208	Q9VM98	A1ZAR2	CG11327-RA	A1ZAR2	0.183
FBgn0031849	FBgn0034314	14605208	Q9VM98	Q7K2X1	CG11327-RA	NOPO	0.183
FBgn0031849	FBgn0034734	14605208	Q9VM98	Q9W246	Q9W246	CG11327-RA	0.183
FBgn0031849	FBgn0035146	14605208	Q9VM98	Q8SYC4	CG11327-RA	Q8SYC4	0.183
FBgn0031849	FBgn0035425	14605208	Q9VM98	Q9VZS1	Q9VZS1	CG11327-RA	0.183
FBgn0031849	FBgn0035496	14605208	Q9VM98	Q9VZI5	Q9VZI5	CG11327-RA	0.183
FBgn0031849	FBgn0035593	14605208	Q9VM98	Q9VRJ9	Q9VRJ9	CG11327-RA	0.183
FBgn0031849	FBgn0035817	14605208	Q9VM98	Q9VSA9	Q9VSA9	CG11327-RA	0.183
FBgn0031849	FBgn0037415	14605208	Q9VM98	Q9VNM8	OSI8	CG11327-RA	0.183
FBgn0031849	FBgn0037470	14605208	Q9VM98	Q9VI58	CG11327-RA	Q9VI58	0.183
FBgn0031849	FBgn0037690	14605208	Q9VM98	Q9VHE0	CG11327-RA	TASK7	0.183
FBgn0031849	FBgn0037763	14605208	Q9VM98	Q9VH57	CG11327-RA	Q9VH57	0.183
FBgn0031849	FBgn0037845	14605208	Q9VM98	Q9VGV6	CG11327-RA	Q9VGV6	0.183
FBgn0031849	FBgn0038000	14605208	Q9VM98	Q9VGC1	CG11327-RA	Q9VGC1	0.183
FBgn0031849	FBgn0040349	14605208	Q9VM98	Q9U1L2	CG11327-RA	EG:BACR7A4.14	0.183
FBgn0031849	FBgn0041775	14605208	Q9VM98	Q9VTZ0	TRAL	CG11327-RA	0.183
FBgn0031849	FBgn0051523	14605208	Q9VM98	Q95T98	CG11327-RA	CG9798	0.183
FBgn0031849	FBgn0051676	14605208	Q9VM98	Q9VII5	CG11327-RA	CG31676-RA	0.183
FBgn0031849	FBgn0062517	14605208	Q9VM98	Q9VZZ8	Q9VZZ8	CG11327-RA	0.183
FBgn0031849	FBgn0065032	14605208	Q9VM98	Q9VX82	ARPC3B	CG11327-RA	0.183
FBgn0031849	FBgn0086656	14605208	Q9VM98	Q8T0Q4	CG11327-RA	SHRB	0.183
FBgn0031849	FBgn0259707	14605208	Q9VM98	Q9W136	Q9W136	CG11327-RA	0.183
FBgn0031849	FBgn0259742	14605208	Q9VM98	Q9W135	Q9W135	CG11327-RA	0.183
FBgn0031849	FBgn0261592	14605208	Q9VM98	P29327	CG11327-RA	RPS6	0.183
FBgn0031849	FBgn0263199	14605208	Q9VM98	Q95U34	CG11327-RA	GALK	0.183
FBgn0031849	FBgn0265998	14605208	Q9VM98	P49762	CG11327-RA	DOA	0.183
FBgn0031849	FBgn0266581	14605208	Q9VM98	Q9VD51	CG11327-RA	PIT	0.21
FBgn0031849	FBgn0266582	14605208	Q9VM98	Q9VZU4	NDUFS3	CG11327-RA	0.183
FBgn0031850	FBgn0032140	14605208	Q8T0I9	Q9VL93	Q9VL93	TSP	0.183
FBgn0031850	FBgn0032374	14605208	Q8T0I9	Q9VKF5	Q9VKF5	TSP	0.183
FBgn0031850	FBgn0033721	14605208	Q8T0I9	Q7JWN2	TSP	Q7JWN2	0.183
FBgn0031850	FBgn0034325	14605208	Q8T0I9	A1ZB57	TSP	A1ZB57	0.183
FBgn0031850	FBgn0034452	25294943	Q9VM97	A1ZBM3	TSP	A1ZBM3	0.126
FBgn0031850	FBgn0034502	14605208	Q8T0I9	A1ZBT3	TSP	A1ZBT3	0.183
FBgn0031850	FBgn0034802	25294943	Q9VM97	Q8T8R1	TSP	Q8T8R1	0.126
FBgn0031850	FBgn0034879	25294943	Q9VM97	Q9W1M9	RRP4	TSP	0.126
FBgn0031850	FBgn0035513	14605208	Q8T0I9	Q9VZF9	CPR64AD	TSP	0.183
FBgn0031850	FBgn0035539	14605208	Q8T0I9	Q95RQ1	SLOW	TSP	0.183
FBgn0031850	FBgn0035547	14605208	Q8T0I9	Q8SWU6	TSP	Q8SWU6	0.183
FBgn0031850	FBgn0036729	25294943	Q9VM97	Q9VVH6	Q9VVH6	TSP	0.126
FBgn0031850	FBgn0037344	25294943	Q9VM97	Q9VNE0	Q9VNE0	TSP	0.126
FBgn0031850	FBgn0038468	14605208	Q8T0I9	Q9VEP4	Q9VEP4	TSP	0.183
FBgn0031850	FBgn0038609	25294943	Q9VM97	Q9VE85	TSP	NUP43	0.236
FBgn0031850	FBgn0039788	25294943	Q9VM97	Q9VA54	TSP	RPT6R	0.126
FBgn0031850	FBgn0039854	25294943	Q9VM97	Q95TK5	TSP	Q95TK5	0.126
FBgn0031850	FBgn0042630	14605208	Q8T0I9	Q9VUD3	SOX21B	TSP	0.183
FBgn0031850	FBgn0050015	25294943	Q9VM97	Q0E9C6	TSP	Q0E9C6	0.126
FBgn0031850	FBgn0050147	14605208	Q8T0I9	Q0E908	TSP	HIL	0.183
FBgn0031850	FBgn0051163	14605208	Q8T0I9	Q8SZS0	TSP	SKIP	0.183
FBgn0031850	FBgn0052475	14605208	Q8T0I9;Q9VM97	Q9W0V7	MTHL8	TSP	0.033;0.183
FBgn0031850	FBgn0259481	14605208	Q8T0I9	Q8IQG1	TSP	MOB2	0.183
FBgn0031850	FBgn0259785	25294943	Q9VM97	Q9VP57	PZG	TSP	0.126
FBgn0031850	FBgn0261596	14605208	Q8T0I9	Q9W229	RPS24	TSP	0.183
FBgn0031850	FBgn0261986	14605208	Q8T0I9	Q9VBP2	RASSF8	TSP	0.183
FBgn0031850	FBgn0263512	14605208	Q8T0I9	Q9W4B3	VSX2	TSP	0.183
FBgn0031850	FBgn0265297	14605208	Q8T0I9	P21187	TSP	PABP	0.183
FBgn0031850	FBgn0266019	25294943	Q9VM97	Q8SY41	TSP	RUDHIRA	0.126
FBgn0031851	FBgn0032637	14605208	Q9VM95	Q9VJD8	AATF	CG5050-RA	0.183
FBgn0031851	FBgn0036405	16603075	Q9VM95	Q9VUC3	Q9VUC3	AATF	0.183
FBgn0031851	FBgn0261535	14605208	Q9VM95	Q9V3P2	AATF	L(2)34FD	0.183
FBgn0031851	FBgn0266671	15710747	Q9VM95	Q9V8K2	AATF	SEC6	0.21
FBgn0031853	FBgn0263200	14605208	Q9VM92	Q9VMA2	GALT	TTLL3B	0.354
FBgn0031856	FBgn0032401	14605208	Q9VM89	Q9VKC4	Q9VM89	PLZF	0.183
